Unnamed: 0,Id,LLM,role_shorten,story,Implied ethical needs,nfr_type,label
A27,US6,Gemini,researcher,"As a researcher studying user behavior, I want to understand how users' current browsing patterns and past interactions within a session influence their future preferences.",,,No
A7,US7,O1-mini,analyst,"As a data analyst, I want to validate cluster labels with Mean Opinion Scores, so I can ensure the accuracy and reliability of the mental health predictions.",,Accuracy - Testability,Yes
A21,US3,Gemini,developer,"As a developer of an online platform, I want to ensure that the platform's algorithms and design do not perpetuate or amplify existing societal biases.",Justice/fairness - Non-maleficence,Fairness,Yes
A23,US5,Gemini,consumer,"As a consumer of online information, I want to be aware of how search engines might influence the information I see and be able to make informed choices about which sources to trust.",Transparency,Explainability -  Interpretability,Yes
A33,US10,Gemini,global citizen,"As a global citizen, I want to see a more informed and engaged public discourse where people can easily access and understand the complex information presented in news articles.",,,No
A1,US8,Llama,developer,"As a developer, I want to design and develop AI-powered Autonomous Vehicles (AVs) that can process large-scale data from sensors and devices, so that I can create a more efficient and reliable transportation system.",,Scalability,Yes
A20,US3,O1-mini,social worker,"As a social worker, I want access to predictive insights on drug abuse risk factors, so that I can provide better support and intervention strategies to at-risk individuals.",Beneficence,Accuracy - Explainability - Interpretability,Yes
A10,US2,Gemini,caregiver,"As a caregiver for someone with diabetes, I want a system that can alert me when their blood sugar is about to drop so I can assist them in taking corrective measures.",,Reliability,Yes
A34,US8,Gemini,officer,"As a regulatory compliance officer, I want to ensure that our IDS meets all cybersecurity standards and regulations, providing dependable security without compromising compliance.",Non-maleficence(Security) -  Responsibility,Security -  Reliability,Yes
A17,US2,Gemini,researcher,"As a medical researcher, I need to analyze the effectiveness of using LAMSTAR neural networks and wavelet transform-based preprocessing in predicting sleep disturbances, to advance understanding and technology in sleep medicine.",,,No
A34,US2,Gemini,machine learning engineer,"As a machine learning engineer, I need to experiment with various DNN architectures and hyperparameters to determine the most effective network topology and parameters for detecting cyberattacks, using datasets like KDDCup 99.",,,No
A36,US2,Llama,developer,"As a developer, I want to create a system that can classify the types of moving vehicles using data from a wireless sensor network, so that I can provide accurate and real-time information to traffic management authorities.",,,No
A28,US9,Llama,developer,"As a developer of a dating recommender system, I want to evaluate the effectiveness of the proposed approach and compare it with existing benchmark algorithms, so that I can refine and improve the system.",,Testability,Yes
A4,US1,Llama,strategist,"As a military strategist, I want to understand the transformative impact of AI on international security, so that I can develop effective responses to emerging threats and opportunities.",,,No
A29,US3,Gemini,sociologist studying assimilation and discrimination,"As a sociologist studying assimilation and discrimination, I want to analyze how individuals' identities and experiences change over time, which necessitates linking them across historical records.",,,No
A38,US1,Llama,HR specialist,"As an HR recruiter, I want to automate the task of segregating candidates based on eligibility criteria and personality evaluation, so I can save time and reduce manual errors.",,,No
A26,US7,O1-mini,content moderator,"As a content strategist, I want aspect-conditional masked language models to generate explanations based on historical justification templates, so that the justifications remain relevant and contextually appropriate for each user.",,Interpretability,Yes
A22,US2,Llama,client,"As a client, I want to have an effective way to filter through the large number of freelancers applying for a posted job so that I can efficiently identify the most suitable candidate.",,Efficiency -  Usability,Yes
A26,US1,O1-mini,customer,"As a e-commerce customer, I want personalized justifications for product recommendations, so that I can understand why certain items match my interests and make informed purchasing decisions.",Transparency,Usability -  Explainability -  Interpretability,Yes
A15,US1,O1-mini,analyst,"As a government policy analyst, I want to use machine learning models to predict individuals' annual incomes based on their lifestyles, so that I can design targeted poverty reduction programs to address economic inequality.",,,No
A31,US9,Llama,researcher,"As a researcher, I want to explore the use of machine learning algorithms to identify and classify advertisements on internet pages, so that I can improve the accuracy and efficiency of advertisement detection.",,,No
A33,US6,Gemini,data scientist,"As a data scientist, I want to explore the potential of using Wikidata and other knowledge bases to improve the accuracy and efficiency of semantic annotation and search for news articles.",,,No
A2,US8,O1-mini,parent,"As a guardian, I want to view trends of my child's aggression incidents over time, so I can understand and support their behavioral development.",,,No
A6,US8,O1-mini,officer,"As a regulatory compliance officer, I want the personalized ADAS to meet all safety standards, so that the system is legally approved for use in vehicles.",Non-maleficence(Safety) - Responsibility,Safety,Yes
A22,US2,Gemini,freelancer,"As a freelancer on an online labor marketplace, I want a fair and accurate assessment of my skills and experience, not just based on unreliable ratings.",Justice/fairness,Accuracy - Fairness,Yes
A8,US5,Gemini,data scientist,"As a data scientist working with health sensor data, I want tools like K-medoids partitioning to improve the accuracy of anomaly detection in identifying unusual health patterns.",,,No
A21,US5,O1-mini,officer,"As a diversity and inclusion officer, I want tools to monitor and mitigate bias in worker evaluations, so that the platform fosters an inclusive and fair environment for all users.",Justice/fairness -  Non-maleficence,Fairness,Yes
A35,US8,O1-mini,CEO,"As a CEO of a wholesale company, I want a successful ongoing planning process based on reliable sales predictions, so that our organization can thrive in a competitive B2B environment.",,Accuracy -  Reliability,Yes
A35,US1,Llama,company,"As a wholesale company, I want to optimize my organizational environment to minimize costs and maximize revenue, so I need accurate sales predictions to inform my planning process.",,Accuracy,Yes
A21,US1,Llama,researcher,"As a researcher, I want to study the impact of racial and gender bias on online freelancing marketplaces so that I can understand the fairness of these platforms.",Justice/fairness,,No
A9,US1,Llama,healthcare provider,"As a clinician, I want a clinical decision support system that balances computation time and predictive accuracy to support timely and accurate disease diagnosis.",,Performance -  Accuracy,Yes
A3,US7,Llama,developer,"As a developer, I want to integrate our real-time framework with existing social media platforms, so that I can provide a seamless user experience and detect aggressive behavior across different platforms.",,,No
A5,US7,Llama,IT specialist,"As a IT Support Specialist, I want the GoCart robot to be integrated with our existing systems and infrastructure so that I can easily troubleshoot and maintain the robot.",,Maintainability -  Interoperability,Yes
A13,US2,O1-mini,researcher,"As a pharmaceutical researcher, I want to leverage the deep learning-based prediction framework, so that I can discover effective drug combinations for treating complex neurological disorders.",Beneficence,,No
A41,US8,Llama,researcher,"As a researcher, I want to evaluate the effectiveness of different food recognition algorithms on a standard benchmark dataset, such as ISIA Food-500, so that I can compare and contrast the performance of different approaches.",,,No
A27,US8,Llama,customer,"As a customer, I want to receive recommendations that are based on the context of my current session, such as the types of products I've viewed or purchased recently.",,,No
A11,US4,O1-mini,manager,"As a product manager, I want the digital twin architecture to be scalable and adaptable to multiple printing and imaging devices, so that it can be deployed in various practical setups without significant modifications.",,Scalability -  Adaptability,Yes
A28,US8,O1-mini,quality assurance specialist,"As a quality assurance specialist, I want to evaluate the effectiveness of the combined objective profile library and SMOTE oversampling, so that I can ensure our recommender system maintains high performance and accuracy.",,Testability,Yes
A36,US5,Llama,developer,"As a developer, I want to use a maximum likelihood classifier to classify vehicles based on their spectral features, so that I can provide a baseline performance for comparison with other classification methods.",,,No
A25,US4,O1-mini,product manager,"As a product manager, I want to compare different recommendation algorithms, including traditional collaborative filtering and cluster models, so that I can select the most effective approach for our e-commerce platform.",,Testability -  Performance,Yes
A12,US7,O1-mini,grant writer,"As a grant writer, I want to utilize the FVVIâ€™s standardized risk assessments, so that I can secure funding for targeted violence prevention programs.",,,No
A39,US8,Llama,music industry professional,"As a music industry professional, I want to harness the power of machine learning to deliver personalized music recommendations, so I can increase user engagement and loyalty.",,,No
A22,US1,Gemini,client,"As a client on an online labor marketplace, I want to find the best freelancer for my job, but sifting through hundreds of applicants with inflated ratings is overwhelming.",,,No
A24,US10,O1-mini,research evaluator,"As a research evaluator, I want empirical evaluations of the systemâ€™s methods, so that I can trust the accuracy and reliability of the academic network data provided.",Trust,Testability -  Accuracy -  Reliability,Yes
A36,US4,Llama,researcher,"As a researcher, I want to develop a feature extraction and preprocessing pipeline that can transform raw time series data into spectral feature vectors, so that I can improve the accuracy of vehicle classification.",,,No
A23,US8,Llama,researcher,"As a researcher, I want to understand how search engines rank content with advertisements so that I can study their impact on user behavior.",Transparency,,No
A40,US4,O1-mini,data scientist,"As a data scientist, I want to train and validate anomaly detection models using login data from Pokec, so that I can ensure high sensitivity and specificity in detecting compromised accounts.",,Accuracy -  Testability -  Performance,Yes
