Unnamed: 0,Id,LLM,role_shorten,story,Implied ethical needs,nfr_type,label
A16,US2,Llama,researcher,"As a researcher, I want to extract feature sets from cry audio signals, including Mel frequency cepstral coefficients (MFCC), auditory-inspired amplitude modulation (AAM) features, and prosody features, so that I can develop a comprehensive diagnostic system.",,,No
A10,US7,Llama,person,"As a person with diabetes, I want to receive alerts that are accurate and actionable, so that I can trust the system and take appropriate action to manage my blood glucose levels.",Trust ,Accuracy -  Reliability,Yes
A5,US8,Gemini,manager,"As a facility manager, I want to ensure the robot operates safely and securely within the facility.",Non-maleficence(Safety) - Non-maleficence(Security),Safety -  Security,Yes
A22,US4,Llama,client,"As a client, I want to be able to trust the ratings of freelancers on an online labor marketplace so that I can make informed hiring decisions.",Trust,Trust,Yes
A14,US9,Llama,researcher,"As a researcher, I want to analyze the dataset of over 90 million trips to identify patterns and trends in transportation behavior, so that I can provide insights to stakeholders on how to improve transportation services.",,,No
A2,US7,Llama,parent,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.",,Reliability,Yes
A26,US10,O1-mini,researcher,"As an academic researcher, I want to analyze the performance of personalized generation models on real-world datasets, so that I can validate their effectiveness in producing convincing and diverse justifications for recommendations.",,Testability,Yes
A13,US7,Gemini,advocate,"As a patient advocate, I want the platform to be transparent about the limitations of AI-based predictions and the need for further clinical trials to validate potential drug repurposing or combinations.",Transparency,Transparency,Yes
A19,US5,Gemini,developer,"As a developer of financial software, I want to integrate credit card default prediction models into banking systems to provide real-time insights to loan officers and risk managers.",,Interoperability - Performance,Yes
A15,US6,O1-mini,policymaker,"As a policy maker, I want to utilize machine learning forecasts of annual income, so that I can implement informed strategies that promote financial stability and reduce poverty across different demographics.",Beneficence,,No
A26,US4,Gemini,researcher,"As a researcher studying user behavior, I want to understand how users interpret and utilize justifications for recommendations in their decision-making process.",,,No
A42,US7,Llama,researcher,"As a health department staff member, I want to view the locations of previously deployed vaccine sites and their corresponding success rates so that I can inform future placement decisions.",,,No
A26,US4,Llama,data scientist,"As a data scientist, I want to construct large-scale personalized recommendation justification datasets using distant labeling of massive review corpora, so that I can train models that can generate diverse and convincing justifications.",,Scalability,Yes
