Unnamed: 0,Id,LLM,role_shorten,story,Implied ethical needs,nfr_type,label
A23,US6,Gemini,developer,"As a developer of educational tools, I want to integrate PAWS into my resources to teach students about the potential biases and limitations of search engines.",,,No
A40,US1,Gemini,user,"As a social network user, I want to be protected from cyber-criminals that try to compromise my account, ensuring my personal information and online interactions remain secure.",Security/Non-maleficence - Privacy,Security - Privacy,Yes
A4,US2,O1-mini,drone operator,"As a drone operator, I want AI-driven drones to adapt to changing battlefield conditions, so that missions remain effective under dynamic scenarios.",,Adaptability,Yes
A26,US8,Llama,developer,"As a developer, I want to design an aspect-conditional masked language model that can generate diverse justifications based on templates extracted from justification histories, so that customers can see multiple examples of how the product can be used.",,Diversity -  Usability,Yes
A30,US5,Gemini,researcher,"As a researcher studying criminal justice, I want to develop and evaluate new methods for predicting recidivism using machine learning and other advanced technologies.",,,No
A1,US9,Gemini,advocate,"As a data privacy advocate, I want control over the data collected by AVs and ensure it's used responsibly and securely.",Privacy - Responsibility - Non-maleficence(Security) - Human Autonomy,Privacy - Security,Yes
A35,US1,Gemini,manager,"As a sales manager in a wholesale company, I want to accurately predict future sales for each product, customer, and market to optimize inventory levels and sales strategies.",,Accuracy,Yes
A32,US8,Llama,analyst,"As a data analyst, I want to evaluate the performance of the proposed MTL models on English and Arabic benchmark datasets to determine their effectiveness in stance detection so that I can identify the best approach for opinion analysis.",,Testability,Yes
A35,US10,Llama,IT specialist,"As an IT manager, I want to ensure that the data mart and prediction system are scalable and reliable, so I can provide a robust platform for sales forecasting and analysis.",,Scalability -  Reliability,Yes
A27,US3,Llama,developer,"As a developer, I want to overcome the limitations of matrix factorization approaches in session-based recommendations, so I want to use an RNN-based approach that can model the whole session.",,,No
A23,US4,Gemini,policymaker,"As a policymaker concerned with online information access, I want to monitor potential biases and manipulation within search engine algorithms and ensure fair and transparent access to information.",Justice/fairness -  Transparency -  Non-maleficence,,No
A28,US8,Llama,user,"As a user of a dating site, I want the site to provide me with a personalized list of matches based on a combination of my objective profile and the ratings from actual dating partners, so that I can find a more compatible partner.",,,No
A37,US10,Gemini,global citizen,"As a global citizen, I want to see technology used to enhance the enjoyment and engagement of fantasy sports for all participants, regardless of their level of expertise or experience.",Beneficence -  Justice/fairness,Usability -  Accessibility,Yes
A32,US3,Llama,software engineer,"As a software engineer, I want to design a system that can classify the stance or viewpoint of a text towards a target, even when the target is of an abstract nature, so that I can improve the accuracy of opinion analysis.",,,No
A18,US2,O1-mini,machine learning engineer,"As a machine learning engineer, I want to implement transfer learning with pre-trained CNN models on the CheXpert dataset, so that I can efficiently develop a robust disease classification tool without extensive training time.",,,No
A27,US8,Gemini,data scientist,"As a data scientist, I want to explore the potential of RNNs for session-based recommendations and develop new techniques for improving their accuracy and effectiveness.",,,No
A11,US3,O1-mini,machine learning engineer,"As a machine learning engineer, I want the digital twin to use variational approximations of mutual information, so that the encoder and decoder efficiently exchange information within the model.",,Efficiency,Yes
A16,US10,Llama,healthcare professional,"As a healthcare professional, I want to use a system that can provide accurate and reliable diagnoses, so that I can provide high-quality care to newborns and improve their health outcomes.",,Accuracy - Reliability,Yes
A12,US8,O1-mini,city planner,"As a city planner, I want to integrate FVVI data into urban development plans, so that I can create safer community environments.",Beneficence,Interoperability,Yes
A37,US4,O1-mini,user,"As a sports blogger, I want to incorporate advanced statistical measures into my content, so that I can provide my audience with deeper analyses and recommendations for their fantasy teams.",,,No
A4,US9,Gemini,citizen,"As a citizen concerned about national security, I want transparency from governments regarding the use of AI in military applications to ensure public trust.",Trust - Transparency,,No
A38,US7,Llama,administrator,"As an admin, I want to receive the final results of the personality quizzes, so I can review and manage the recruitment process more effectively.",,,No
A32,US6,Llama,researcher,"As a researcher, I want to propose and evaluate four task weighting techniques for MTL models to determine their effectiveness in enhancing stance detection performance so that I can improve the accuracy of opinion analysis.",,,No
A36,US7,Llama,developer,"As a developer, I want to use the preprocessed dataset to train and test machine learning models for vehicle classification, so that I can develop a robust and accurate system.",,Accuracy -  Reliability -  Testability,Yes
A15,US1,Llama,policymaker,"As a policymaker, I want to use machine learning technology to forecast income levels and identify areas of high poverty, so that I can develop targeted interventions to reduce economic inequality.",Justice/fairness - Beneficence,Fairness,Yes
A35,US10,O1-mini,manager,"As a operations manager, I want detailed insights from the data mart on outgoing invoices and shipments, so that I can streamline our sales and logistics processes for better efficiency.",,,No
A23,US7,O1-mini,analyst,"As a marketing analyst, I want to determine if search engines prioritize pages with our advertisements, so that I can optimize our advertising strategies accordingly.",,Bias -  Interpretability,Yes
A13,US6,Gemini,regulator,"As a regulatory scientist, I want the AI-DrugNet predictions to be accompanied by information on the existing safety and efficacy profiles of the repurposed or combined drugs.",Transparency - Trust - Responsibility,Completeness,Yes
A23,US5,Llama,researcher,"As a researcher, I want to develop techniques to identify the orientation of search results at scale so that I can improve the efficiency of content analysis.",,Efficiency -  Scalability,Yes
A16,US3,Gemini,parent,"As a parent of a newborn, I want a device that can help me understand my baby's cries and determine if they need medical attention.",,,No
A6,US7,Llama,safety expert,"As a safety expert, I want to evaluate the performance of personalized ADAS in reducing accidents and improving safety outcomes compared to traditional FCA systems.",Non-maleficence(Safety),Testability,Yes
A33,US7,Gemini,fact-checker,"As a fact-checker or verification journalist, I want to use semantic annotations to cross-reference information in news articles with other sources and verify its accuracy.",,,No
A32,US2,O1-mini,data scientist,"As a data scientist, I want to implement Parallel Multi-Task Learning (PMTL) and Sequential Multi-Task Learning (SMTL) models, so that I can improve the performance of stance detection algorithms on social media data.",,Performance,Yes
